Final_Approximation,H_L1,H_L2
1.355699999999999861e+01,-7.599999999999873523e-02,-2.500000000000035527e-02
1.382900000000000063e+01,-2.899999999999991473e-02,1.310000000000002274e-01
1.272374999999999901e+01,-1.115000000000000213e+00,-1.068500000000000227e+00
1.094149999999999956e+01,-1.113999999999999879e+00,-4.529999999999994031e-01
9.682999999999999829e+00,-7.210000000000000853e-01,-4.740000000000001990e-01
1.088899999999999935e+01,1.119999999999992113e-01,1.094000000000001194e+00
1.147575000000000145e+01,7.549999999999998934e-01,-1.594999999999995310e-01
1.257975000000000065e+01,2.869999999999999218e-01,9.004999999999991900e-01
1.330874999999999986e+01,-2.439999999999997726e-01,-6.149999999999877787e-02
1.270250000000000057e+01,2.530000000000001137e-01,-4.589999999999978542e-01
1.133975000000000044e+01,-1.890000000000000568e-01,-9.574999999999995737e-01
1.186550000000000082e+01,-1.330000000000000071e-01,3.076999999999999957e+00
1.325225000000000009e+01,-3.159999999999998366e-01,-2.560499999999997556e+00
1.223550000000000004e+01,-9.600000000000008527e-02,7.100000000000008527e-01
1.114799999999999969e+01,-9.000000000000341061e-03,-1.128000000000000114e+00
9.176749999999998408e+00,2.820000000000000284e-01,-8.944999999999989626e-01
7.631000000000000227e+00,2.380000000000004334e-01,-3.389999999999995239e-01
7.490500000000000824e+00,-1.000000000000333955e-03,3.370000000000006324e-01
8.474249999999999616e+00,-1.500000000000003553e-01,4.385000000000012221e-01
9.098499999999999588e+00,-2.419999999999999929e-01,1.209999999999986642e-01
7.974249999999999616e+00,-1.900000000000012790e-02,-8.565000000000004832e-01
6.490000000000000213e+00,-1.740000000000003766e-01,-4.100000000000036948e-02
6.817250000000000476e+00,-1.790000000000002700e-01,2.155000000000004690e-01
7.184499999999999886e+00,0.000000000000000000e+00,6.859999999999999432e-01
8.915749999999999176e+00,1.950000000000002842e-01,7.905000000000015348e-01
9.647999999999999687e+00,-1.410000000000000142e-01,9.700000000000130740e-02
9.789500000000000313e+00,-2.000000000000001776e-01,-5.599999999999916156e-02
9.431000000000000938e+00,-3.669999999999995488e-01,-1.579999999999994742e-01
9.247250000000001080e+00,-9.399999999999986144e-02,1.350000000000051159e-02
9.031250000000000000e+00,-1.000000000000333955e-03,-4.804999999999992610e-01
7.628250000000000419e+00,1.179999999999998828e-01,-6.914999999999995595e-01
6.743750000000000355e+00,5.200000000000004619e-02,-3.945000000000007390e-01
5.730000000000000426e+00,-4.300000000000014921e-02,-5.819999999999998508e-01
4.952500000000000568e+00,-6.000000000000227374e-03,-2.009999999999996234e-01
4.565500000000000114e+00,-8.599999999999985434e-02,-2.789999999999999147e-01
4.064750000000000085e+00,-1.399999999999979039e-02,-9.250000000000024869e-02
4.001999999999999780e+00,1.549999999999998046e-01,6.399999999999961275e-02
4.514249999999999652e+00,-6.699999999999972644e-02,3.345000000000002416e-01
4.554750000000000298e+00,-3.669999999999999929e-01,-1.224999999999996092e-01
4.737499999999999822e+00,-7.759999999999998010e-01,-3.179999999999996163e-01
4.298249999999999460e+00,-4.300000000000000488e-01,-3.124999999999991118e-01
3.302500000000000213e+00,-1.399999999999999856e-01,-5.719999999999996199e-01
2.839249999999999829e+00,3.529999999999999805e-01,-9.050000000000002487e-02
3.342249999999999943e+00,1.199999999999999956e-01,5.235000000000002984e-01
4.102750000000000341e+00,1.449999999999999067e-01,1.834999999999995524e-01
4.179000000000000270e+00,-2.049999999999999600e-01,-1.000000000000333955e-03
4.240750000000000242e+00,-7.600000000000006750e-02,2.065000000000010161e-01
4.357499999999999929e+00,1.859999999999999432e-01,-4.599999999999937472e-02
4.115000000000000213e+00,-3.700000000000003286e-02,4.000000000000447642e-03
4.801750000000000185e+00,-1.239999999999999991e-01,8.464999999999998082e-01
6.302249999999999908e+00,3.200000000000002842e-02,-1.794999999999991047e-01
6.194250000000000256e+00,-1.100000000000000977e-02,6.050000000000022027e-02
5.893000000000000682e+00,1.250000000000000000e-01,-1.109999999999997655e-01
5.845499999999999474e+00,1.500000000000001332e-01,1.600000000000001421e-01
6.118500000000000050e+00,2.500000000000000000e-01,6.199999999999938893e-02
6.383499999999999730e+00,4.459999999999997300e-01,1.650000000000000355e-01
5.892749999999999488e+00,3.019999999999996021e-01,-3.685000000000000497e-01
5.342000000000000526e+00,3.429999999999999716e-01,-1.160000000000005471e-01
5.040000000000000036e+00,5.700000000000038369e-02,-9.999999999999964473e-02
4.918750000000000178e+00,-5.499999999999971578e-02,-3.149999999999941735e-02
5.110250000000000625e+00,-1.830000000000002736e-01,7.749999999999968026e-02
5.500999999999999446e+00,8.699999999999974420e-02,2.259999999999999787e-01
5.469749999999999446e+00,3.299999999999991829e-02,-3.235000000000001208e-01
4.513749999999999929e+00,1.169999999999999929e-01,-6.215000000000001634e-01
3.169999999999999929e+00,3.129999999999997229e-01,-5.329999999999994742e-01
2.178999999999999826e+00,1.459999999999999076e-01,-4.499999999999999556e-01
1.108999999999999986e+00,2.290000000000000924e-01,-3.360000000000000764e-01
8.632500000000000728e-01,1.538999999999999702e+00,-1.115000000000000435e-01
5.284999999999999698e-01,7.269999999999985363e-01,4.000000000000003553e-03
6.812500000000000222e-01,4.930000000000003268e-01,5.249999999999999112e-02
1.047250000000000014e+00,-2.370000000000000995e-01,3.274999999999999023e-01
1.643250000000000099e+00,4.400000000000048317e-02,3.295000000000001261e-01
1.806249999999999911e+00,-3.419999999999987494e-01,1.449999999999995737e-02
1.887999999999999901e+00,-2.140000000000004121e-01,6.600000000000005862e-02
1.971999999999999975e+00,-3.189999999999990621e-01,1.330000000000000071e-01
2.353750000000000231e+00,-3.010000000000001563e-01,2.275000000000000355e-01
3.351750000000000007e+00,-6.300000000000061107e-02,3.064999999999997726e-01
3.170500000000000096e+00,-3.540000000000000924e-01,-6.299999999999972289e-02
2.900999999999999801e+00,-2.580000000000000071e-01,-1.930000000000000604e-01
2.374500000000000277e+00,-1.130000000000004334e-01,-1.179999999999998828e-01
2.318000000000000060e+00,-2.030000000000002913e-01,4.400000000000003908e-01
3.112750000000000128e+00,-3.740000000000005542e-01,-3.974999999999995204e-01
3.427999999999999936e+00,-1.890000000000000568e-01,6.099999999999994316e-02
3.222999999999999865e+00,8.000000000000007105e-03,-1.209999999999999964e-01
3.371249999999999858e+00,-2.400000000000002132e-02,4.334999999999999964e-01
4.346999999999999531e+00,1.760000000000001563e-01,4.740000000000001990e-01
5.365999999999999659e+00,-4.999999999999893419e-03,6.239999999999996660e-01
6.285500000000000753e+00,-1.120000000000000995e-01,3.319999999999998508e-01
6.628250000000000419e+00,2.250000000000005329e-01,9.050000000000046896e-02
6.739499999999999602e+00,-2.430000000000003268e-01,-6.400000000000005684e-02
6.945999999999999730e+00,-3.120000000000002771e-01,2.450000000000001066e-01
7.358249999999999957e+00,-1.000000000000005329e-01,2.184999999999988063e-01
6.006000000000000227e+00,4.999999999999982236e-02,-1.121999999999999886e+00
3.854499999999999815e+00,2.450000000000001066e-01,-3.190000000000003944e-01
3.816500000000000004e+00,-4.699999999999970868e-02,-1.659999999999994813e-01
2.918750000000000178e+00,-1.600000000000001421e-02,-7.044999999999999041e-01
2.521249999999999769e+00,-1.739999999999994884e-01,2.785000000000001918e-01
3.240249999999999631e+00,1.879999999999997229e-01,2.235000000000000320e-01
3.663750000000000284e+00,1.250000000000000000e-01,1.335000000000001741e-01
4.344750000000000334e+00,4.300000000000014921e-02,2.765000000000004121e-01
5.253750000000000142e+00,5.400000000000027001e-02,5.584999999999995524e-01
6.349000000000000199e+00,2.220000000000004192e-01,6.230000000000002203e-01
6.886499999999999844e+00,-3.399999999999980815e-02,-7.399999999999984368e-02
6.774000000000000021e+00,8.930000000000006821e-01,1.130000000000013216e-01
7.146749999999999936e+00,-5.590000000000001634e-01,1.925000000000007816e-01
7.355499999999999261e+00,7.030000000000002913e-01,7.899999999999973710e-02
7.626250000000000639e+00,-3.000000000000113687e-03,-4.849999999999976552e-02
7.508750000000000036e+00,2.400000000000090949e-02,4.449999999999931788e-02
7.376500000000000057e+00,-3.399999999999998579e-01,-1.030000000000006466e-01
6.745499999999999829e+00,-4.199999999999981526e-02,-3.230000000000003979e-01
6.608000000000000540e+00,1.041999999999999815e+00,2.599999999999980105e-02
7.369749999999999801e+00,3.719999999999998863e-01,1.125499999999999723e+00
8.233249999999999957e+00,2.479999999999993321e-01,-8.245000000000004547e-01
7.485500000000000043e+00,-6.359999999999992326e-01,8.170000000000001705e-01
9.264500000000001734e+00,-5.439999999999995950e-01,6.070000000000010942e-01
9.725249999999999062e+00,-4.870000000000000995e-01,-2.174999999999993605e-01
9.813749999999998863e+00,-2.110000000000002984e-01,-3.345000000000002416e-01
9.497249999999999304e+00,-1.920000000000001705e-01,4.325000000000009948e-01
1.026200000000000045e+01,-1.710000000000002629e-01,-1.089999999999999858e-01
1.030999999999999872e+01,4.400000000000048317e-02,3.049999999999997158e-01
1.084724999999999895e+01,-6.099999999999994316e-02,1.156499999999999417e+00
1.217849999999999966e+01,2.709999999999999076e-01,5.180000000000006821e-01
1.262300000000000111e+01,-7.000000000000561329e-03,1.639999999999997016e-01
1.327325000000000088e+01,2.960000000000002629e-01,3.564999999999987068e-01
1.321299999999999919e+01,5.299999999999993605e-02,-1.200000000000009948e-01
1.348499999999999943e+01,-3.699999999999992184e-02,2.500000000000000000e-01
1.369600000000000151e+01,-1.939999999999999503e-01,1.399999999999987921e-01
1.397200000000000131e+01,-2.099999999999990763e-02,-4.199999999999981526e-02
1.432325000000000159e+01,6.099999999999994316e-02,5.625000000000017764e-01
1.494924999999999926e+01,6.099999999999994316e-02,-4.495000000000004547e-01
1.327974999999999994e+01,7.599999999999962341e-02,-7.944999999999993179e-01
1.188874999999999993e+01,3.600000000000047606e-02,-5.954999999999976978e-01
1.104925000000000068e+01,1.050000000000004263e-01,-7.750000000000056843e-02
1.098099999999999987e+01,2.599999999999980105e-02,-3.899999999999792522e-02
1.106949999999999967e+01,1.289999999999995595e-01,2.729999999999996874e-01
1.133299999999999841e+01,-4.600000000000026290e-02,-8.499999999999907629e-02
1.088325000000000031e+01,1.900000000000012790e-02,-2.614999999999998437e-01
1.064699999999999847e+01,-6.400000000000005684e-02,-1.029999999999997584e-01
9.473250000000000171e+00,-1.319999999999996732e-01,-9.474999999999980105e-01
8.301999999999999602e+00,-1.019999999999994245e-01,-3.910000000000000142e-01
8.315500000000000114e+00,-6.999999999999673150e-03,4.230000000000018190e-01
9.319250000000000256e+00,-1.340000000000003411e-01,5.775000000000005684e-01
1.051050000000000040e+01,1.500000000000003553e-01,5.720000000000009521e-01
1.127749999999999986e+01,1.739999999999994884e-01,2.000000000000028422e-01
1.147025000000000006e+01,5.600000000000004974e-02,1.050000000000039790e-02
1.113724999999999987e+01,1.759999999999992681e-01,-1.174999999999997158e-01
1.099675000000000047e+01,-6.290000000000004476e-01,-1.464999999999996305e-01
1.046175000000000033e+01,-6.099999999999994316e-02,-6.650000000000133582e-02
9.772000000000000242e+00,-2.520000000000006679e-01,-3.099999999999987210e-01
9.393250000000000099e+00,2.720000000000002416e-01,-2.044999999999994600e-01
8.982749999999999346e+00,2.910000000000003695e-01,-2.394999999999996021e-01
8.760750000000001592e+00,7.600000000000051159e-02,1.049999999999862155e-02
9.083500000000000796e+00,-1.610000000000004761e-01,3.719999999999998863e-01
9.899750000000000938e+00,2.789999999999999147e-01,2.885000000000008669e-01
1.017424999999999891e+01,1.700000000000034817e-02,1.735000000000006537e-01
1.062324999999999875e+01,2.700000000000013500e-02,7.549999999999990052e-02
1.072475000000000023e+01,1.509999999999998010e-01,8.950000000000102318e-02
1.131325000000000003e+01,-1.900000000000003908e-01,3.964999999999996305e-01
1.146850000000000058e+01,-1.499999999999994671e-01,-2.439999999999997726e-01
1.067000000000000171e+01,-2.000000000000046185e-02,-4.629999999999991900e-01
1.017200000000000060e+01,-3.250000000000001776e-01,1.900000000000012790e-02
1.070500000000000185e+01,-2.319999999999993179e-01,5.179999999999989058e-01
1.165525000000000055e+01,-1.210000000000004405e-01,4.995000000000011653e-01
1.228374999999999950e+01,-4.800000000000004263e-02,2.035000000000017906e-01
1.150349999999999895e+01,-1.150000000000002132e-01,-8.320000000000007390e-01
1.020749999999999957e+01,-2.789999999999999147e-01,-6.270000000000006679e-01
1.012674999999999947e+01,-7.600000000000051159e-02,2.035000000000017906e-01
1.134175000000000111e+01,-2.169999999999996376e-01,9.535000000000000142e-01
1.280649999999999977e+01,-2.419999999999999929e-01,4.740000000000001990e-01
1.295950000000000024e+01,-1.135999999999999899e+00,-9.800000000000252953e-02
1.335875000000000057e+01,1.895000000000000018e+00,3.055000000000021032e-01
1.348324999999999996e+01,-3.969999999999997975e-01,-6.250000000000000000e-02
1.435024999999999906e+01,-2.949999999999999289e-01,7.115000000000009095e-01
1.499349999999999916e+01,-2.059999999999999609e-01,2.910000000000003695e-01
1.574224999999999852e+01,-1.200000000000001066e-01,-1.049999999999862155e-02
1.466424999999999912e+01,-2.169999999999998597e-01,-1.255499999999999616e+00
1.403950000000000031e+01,-1.679999999999999272e-01,4.299999999999997158e-01
1.459175000000000111e+01,-1.229999999999999982e-01,-6.850000000000022737e-02
1.492924999999999969e+01,-1.009999999999999787e-01,4.134999999999990905e-01
1.670374999999999943e+01,-1.489999999999999103e-01,1.012500000000002842e+00
1.796475000000000222e+01,9.600000000000008527e-02,1.749999999999829470e-02
1.894449999999999790e+01,2.430000000000001048e-01,1.520000000000010232e-01
1.769775000000000276e+01,5.570000000000001616e-01,-7.515000000000000568e-01
1.591774999999999984e+01,2.850000000000001421e-01,-5.824999999999995737e-01
1.550799999999999912e+01,4.899999999999997691e-01,1.809999999999991616e-01
1.770649999999999835e+01,-4.000000000000003553e-03,2.118999999999999773e+00
2.115500000000000114e+01,-2.330000000000000959e-01,1.798000000000001819e+00
2.097800000000000153e+01,4.000000000000003553e-03,-1.439999999999997726e+00
1.990474999999999994e+01,3.050000000000001599e-01,-4.705000000000012506e-01
1.943449999999999989e+01,5.230000000000001315e-01,2.500000000000000000e-01
1.788400000000000034e+01,6.070000000000002061e-01,-1.060000000000002274e+00
1.710249999999999915e+01,1.000999999999999446e+00,2.500000000000000000e-01
1.704625000000000057e+01,2.019999999999999574e-01,8.150000000000190425e-02
1.625325000000000131e+01,2.000000000000010658e-01,-1.004500000000000171e+00
1.553825000000000145e+01,7.000000000000028422e-02,-1.499999999998280487e-03
1.624824999999999875e+01,3.500000000000014211e-02,1.326499999999999346e+00
1.677275000000000205e+01,5.499999999999971578e-02,-6.464999999999996305e-01
1.706649999999999778e+01,-1.929999999999996163e-01,9.340000000000010516e-01
1.813050000000000139e+01,-2.199999999999988631e-01,5.799999999999982947e-02
1.745949999999999847e+01,1.270000000000006679e-01,-6.440000000000019043e-01
1.679775000000000063e+01,1.250000000000000000e-01,-2.095000000000020179e-01
1.645325000000000060e+01,2.299999999999968736e-02,1.625000000000014211e-01
1.665375000000000227e+01,-1.020000000000003126e-01,7.749999999999701572e-02
1.754274999999999807e+01,-1.369999999999986784e-01,4.094999999999977547e-01
1.854749999999999943e+01,-9.199999999999874944e-02,3.190000000000026148e-01
1.907850000000000179e+01,6.400000000000005684e-02,-8.729999999999975557e-01
1.882600000000000051e+01,3.299999999999947420e-02,1.500000000000021316e-01
1.878575000000000017e+01,1.399999999999934630e-02,3.045000000000044338e-01
1.952449999999999974e+01,-1.140000000000007674e-01,-1.559999999999988063e-01
1.955474999999999852e+01,-6.899999999999995026e-02,-1.449999999999818101e-02
1.982974999999999710e+01,-7.399999999999984368e-02,6.550000000000011369e-02
1.932549999999999812e+01,-6.599999999999983658e-02,-5.019999999999988916e-01
1.875100000000000122e+01,-1.279999999999992255e-01,-9.999999999976694198e-04
1.912800000000000011e+01,-7.399999999999984368e-02,-1.179999999999949978e-01
1.866750000000000043e+01,-9.400000000000030553e-02,-1.390000000000028990e-01
1.820600000000000307e+01,-1.059999999999998721e-01,-3.330000000000019611e-01
1.794050000000000011e+01,-1.490000000000000213e-01,-1.110000000000042064e-01
1.773025000000000162e+01,5.499999999999971578e-02,4.500000000000170530e-03
1.708950000000000102e+01,4.919999999999999929e-01,-6.020000000000003126e-01
1.593475000000000108e+01,-1.799999999999997158e-01,-1.204999999999980531e-01
1.546974999999999945e+01,-2.999999999999936051e-02,-1.204999999999998295e-01
1.594225000000000136e+01,-4.239999999999994884e-01,6.225000000000022737e-01
1.666774999999999807e+01,-5.299999999999993605e-02,3.694999999999986073e-01
1.670400000000000063e+01,7.299999999999950973e-02,-5.819999999999971863e-01
1.462424999999999997e+01,-5.100000000000015632e-02,-1.326500000000001123e+00
1.324125000000000085e+01,-2.119999999999997442e-01,-4.675000000000011369e-01
1.219849999999999923e+01,-5.940000000000003055e-01,3.449999999999988631e-01
1.388074999999999903e+01,8.239999999999998437e-01,8.064999999999997726e-01
1.436674999999999969e+01,4.319999999999994955e-01,-2.475000000000022737e-01
1.443449999999999989e+01,5.569999999999994955e-01,3.500000000000014211e-02
1.413250000000000028e+01,-1.979999999999995097e-01,-3.149999999999995026e-01
1.360599999999999987e+01,-6.740000000000003766e-01,8.900000000000218847e-02
1.344899999999999984e+01,-1.600000000000001421e-02,-2.759999999999998010e-01
1.269750000000000156e+01,-3.869999999999995666e-01,-2.320000000000010942e-01
1.191975000000000051e+01,1.156000000000000583e+00,-5.925000000000011369e-01
1.099200000000000088e+01,-2.450000000000001066e-01,-3.840000000000003411e-01
9.562500000000000000e+00,1.000000000000333955e-03,-8.620000000000018758e-01
8.169499999999999318e+00,7.599999999999962341e-02,1.920000000000001705e-01
8.253000000000000114e+00,3.000000000000024869e-02,-8.800000000000096634e-02
7.826749999999999652e+00,1.760000000000001563e-01,-2.350000000000029843e-02
7.646749999999999936e+00,-3.899999999999970157e-02,-2.814999999999994174e-01
7.535499999999999865e+00,-9.799999999999986500e-02,1.560000000000005826e-01
7.991500000000000270e+00,-1.609999999999995879e-01,2.699999999999995737e-01
8.714500000000001023e+00,-1.730000000000000426e-01,2.350000000000012079e-01
9.230000000000000426e+00,-2.539999999999995595e-01,1.210000000000022169e-01
8.708249999999999602e+00,-1.879999999999997229e-01,-5.035000000000007248e-01
8.230499999999999261e+00,-2.249999999999996447e-01,-8.700000000000152056e-02
7.399250000000000327e+00,-2.189999999999994174e-01,-4.954999999999998295e-01
6.617750000000000909e+00,-2.860000000000004761e-01,-3.594999999999997087e-01
6.112750000000000128e+00,-2.799999999999998046e-01,-3.255000000000007887e-01
5.104000000000000092e+00,6.000000000000005329e-02,-6.940000000000008384e-01
4.136499999999999844e+00,5.419999999999998153e-01,-2.010000000000005116e-01
3.786000000000000032e+00,4.400000000000003908e-01,3.900000000000058975e-02
4.001500000000000057e+00,6.400000000000005684e-02,6.800000000000006040e-02
4.780750000000000277e+00,-1.089999999999999858e-01,2.065000000000001279e-01
5.793249999999999567e+00,2.249999999999996447e-01,9.849999999999958789e-02
5.137499999999999289e+00,-1.629999999999993676e-01,-3.809999999999993392e-01
4.612499999999999822e+00,-2.549999999999998934e-01,2.699999999999924682e-02
5.357750000000000234e+00,8.600000000000029843e-02,4.734999999999995879e-01
6.036500000000000199e+00,4.410000000000007248e-01,3.760000000000003340e-01
6.718750000000000000e+00,1.160000000000005471e-01,2.164999999999999147e-01
7.225749999999999673e+00,3.229999999999995097e-01,1.404999999999994031e-01
7.229749999999999233e+00,-5.299999999999993605e-02,8.950000000000013500e-02
7.494749999999999801e+00,-5.549999999999997158e-01,-1.765000000000007674e-01
7.080000000000000071e+00,-8.300000000000018474e-02,8.399999999999963052e-02
7.442500000000000782e+00,8.000000000000007105e-02,7.899999999999973710e-02
7.985250000000000625e+00,-1.100000000000012079e-02,3.425000000000011369e-01
8.126000000000001222e+00,-1.280000000000001137e-01,-6.300000000000061107e-02
7.170249999999999346e+00,7.500000000000017764e-02,-7.374999999999998224e-01
5.915999999999999481e+00,-1.290000000000004476e-01,-5.329999999999994742e-01
5.310499999999999332e+00,3.500000000000014211e-02,3.000000000001001865e-03
6.307999999999999829e+00,-2.500000000000035527e-02,8.360000000000002984e-01
6.571999999999999176e+00,1.440000000000001279e-01,-3.660000000000005471e-01
6.147249999999999659e+00,7.299999999999950973e-02,-2.744999999999997442e-01
5.336999999999999744e+00,2.600000000000068923e-02,-3.990000000000000213e-01
5.393749999999999822e+00,-8.000000000000007105e-02,3.755000000000006111e-01
6.128499999999999837e+00,-1.819999999999994955e-01,3.349999999999990763e-01
7.576249999999999929e+00,-4.000000000000003553e-02,9.364999999999996660e-01
8.600500000000000256e+00,-9.900000000000019895e-02,-3.000000000000113687e-02
8.768000000000000682e+00,-1.639999999999997016e-01,4.230000000000000426e-01
8.979500000000001592e+00,-3.399999999999980815e-02,-4.150000000000009237e-01
8.555250000000000909e+00,8.999999999999985789e-02,2.249999999999907629e-02
8.374749999999998806e+00,6.499999999999950262e-02,-1.014999999999997016e-01
7.883749999999999147e+00,2.900000000000000355e-01,-1.874999999999991118e-01
8.310999999999999943e+00,2.540000000000004476e-01,5.839999999999996305e-01
8.948499999999999233e+00,3.549999999999995381e-01,-1.219999999999998863e-01
8.687500000000000000e+00,3.870000000000004547e-01,-8.500000000000085265e-02
8.844250000000000611e+00,4.700000000000006395e-01,2.315000000000004832e-01
9.154249999999999332e+00,2.469999999999998863e-01,1.374999999999992895e-01
9.428249999999998465e+00,1.129999999999995453e-01,-8.750000000000035527e-02
nan,9.099999999999930367e-02,nan
nan,9.000000000000341061e-03,nan
nan,8.300000000000018474e-02,nan
nan,-2.910000000000003695e-01,nan
nan,-8.300000000000018474e-02,nan
nan,1.660000000000003695e-01,nan
nan,-4.599999999999937472e-02,nan
nan,8.699999999999974420e-02,nan
nan,2.560000000000002274e-01,nan
nan,4.239999999999994884e-01,nan
nan,-1.069999999999993179e-01,nan
nan,1.509999999999998010e-01,nan
nan,1.250000000000000000e-01,nan
nan,3.429999999999999716e-01,nan
nan,2.940000000000004832e-01,nan
nan,-4.480000000000003979e-01,nan
nan,4.640000000000004121e-01,nan
nan,-1.108999999999999986e+00,nan
nan,-5.599999999999987210e-01,nan
nan,4.209999999999993747e-01,nan
nan,1.087999999999999190e+00,nan
nan,1.047000000000000597e+00,nan
nan,1.299999999999990052e-02,nan
nan,1.550000000000011369e-01,nan
nan,1.809999999999973852e-01,nan
nan,1.280000000000001137e-01,nan
nan,-9.100000000000108002e-02,nan
nan,-9.539999999999988489e-01,nan
nan,8.060000000000009379e-01,nan
nan,-4.719999999999977547e-01,nan
nan,-2.119999999999997442e-01,nan
nan,6.669999999999998153e-01,nan
nan,3.860000000000027853e-01,nan
nan,8.299999999999840838e-02,nan
nan,5.399999999999991473e-01,nan
nan,-1.258000000000002672e+00,nan
nan,1.159999999999996589e-01,nan
nan,-2.530000000000001137e-01,nan
nan,-4.799999999999826628e-02,nan
nan,-1.530000000000022453e-01,nan
nan,1.999999999999992895e-01,nan
nan,-5.579999999999998295e-01,nan
nan,1.930000000000013927e-01,nan
nan,-2.719999999999984652e-01,nan
nan,4.840000000000017621e-01,nan
nan,4.540000000000006253e-01,nan
nan,-1.370000000000004547e-01,nan
nan,-2.899999999999991473e-02,nan
nan,-2.430000000000021032e-01,nan
nan,-1.080000000000005400e-01,nan
nan,-7.789999999999999147e-01,nan
nan,4.500000000000028422e-01,nan
nan,-2.399999999999984368e-01,nan
nan,8.600000000000207478e-02,nan
nan,-2.789999999999999147e-01,nan
nan,1.670000000000015916e-01,nan
nan,-4.399999999999977263e-01,nan
nan,1.039999999999992042e-01,nan
nan,4.149999999999991473e-01,nan
nan,-4.430000000000013927e-01,nan
nan,1.099999999999994316e-01,nan
nan,3.769999999999988916e-01,nan
nan,8.800000000000096634e-02,nan
nan,1.349999999999980105e-01,nan
nan,-4.969999999999998863e-01,nan
nan,5.000000000000000000e-01,nan
nan,-3.000000000000113687e-02,nan
nan,-3.170000000000001705e-01,nan
nan,-1.200000000000045475e-02,nan
nan,-2.409999999999996589e-01,nan
nan,-2.010000000000005116e-01,nan
nan,-2.100000000000079581e-02,nan
nan,-2.330000000000005400e-01,nan
nan,-4.100000000000001421e-01,nan
nan,-4.949999999999992184e-01,nan
nan,3.399999999999891998e-02,nan
nan,-9.999999999999964473e-02,nan
nan,-1.359999999999992326e-01,nan
nan,-2.450000000000009948e-01,nan
nan,-1.479999999999996874e-01,nan
nan,8.699999999999974420e-02,nan
nan,7.300000000000039790e-02,nan
nan,-7.999999999999118927e-03,nan
nan,-1.530000000000004690e-01,nan
nan,2.399999999999913314e-02,nan
nan,4.700000000000059686e-02,nan
nan,1.479999999999996874e-01,nan
nan,-1.450000000000013500e-01,nan
nan,-1.159999999999996589e-01,nan
nan,8.499999999999907629e-02,nan
nan,7.000000000001449507e-03,nan
nan,-3.899999999999970157e-02,nan
nan,-2.010000000000005116e-01,nan
nan,-1.760000000000001563e-01,nan
nan,-2.759999999999998010e-01,nan
nan,-2.599999999999980105e-02,nan
nan,-1.600000000000001421e-01,nan
nan,-8.000000000000007105e-02,nan
nan,-7.899999999999884892e-02,nan
nan,-9.700000000000130740e-02,nan
nan,-1.219999999999998863e-01,nan
nan,-9.200000000000052580e-02,nan
nan,-3.599999999999958789e-02,nan
nan,-3.500000000000014211e-02,nan
nan,-2.599999999999980105e-02,nan
nan,1.900000000000012790e-02,nan
nan,4.100000000000036948e-02,nan
nan,-5.700000000000038369e-02,nan
nan,-2.939999999999987068e-01,nan
nan,-6.490000000000009095e-01,nan
nan,-1.149999999999984368e-01,nan
nan,-1.649999999999991473e-01,nan
nan,-1.699999999999999289e-01,nan
nan,-2.029999999999994031e-01,nan
nan,-4.999999999999005240e-03,nan
nan,5.080000000000008953e-01,nan
nan,1.479999999999996874e-01,nan
nan,3.919999999999994600e-01,nan
nan,6.000000000000227374e-03,nan
nan,7.319999999999993179e-01,nan
nan,-5.599999999999916156e-02,nan
nan,4.399999999999995026e-01,nan
nan,-6.709999999999993747e-01,nan
nan,-7.780000000000004690e-01,nan
nan,2.100000000000008527e-01,nan
nan,-1.070000000000010942e-01,nan
nan,-3.289999999999988489e-01,nan
nan,2.839999999999989200e-01,nan
nan,4.959999999999986642e-01,nan
nan,-2.000000000000135003e-02,nan
nan,-1.610000000000013642e-01,nan
nan,-3.800000000000025580e-02,nan
nan,4.779999999999997584e-01,nan
nan,-9.200000000000052580e-02,nan
nan,-1.300000000000007816e-01,nan
nan,-2.299999999999968736e-02,nan
nan,-5.600000000000093792e-02,nan
nan,1.999999999998891553e-03,nan
nan,5.100000000000015632e-02,nan
nan,1.059999999999998721e-01,nan
nan,-1.839999999999992752e-01,nan
nan,1.719999999999988205e-01,nan
nan,3.399999999999891998e-02,nan
nan,-2.300000000000004263e-01,nan
nan,1.170000000000008811e-01,nan
nan,3.390000000000004121e-01,nan
nan,5.849999999999990763e-01,nan
nan,2.399999999999913314e-02,nan
nan,-1.270000000000006679e-01,nan
nan,-2.439999999999997726e-01,nan
nan,-6.200000000000116529e-02,nan
nan,-4.999999999999005240e-03,nan
nan,3.299999999999947420e-02,nan
nan,-8.399999999999963052e-02,nan
nan,-1.980000000000003979e-01,nan
nan,-5.759999999999987352e-01,nan
nan,2.520000000000006679e-01,nan
nan,-6.210000000000004405e-01,nan
nan,7.399999999999984368e-02,nan
nan,3.200000000000002842e-01,nan
nan,4.809999999999998721e-01,nan
nan,3.800000000000025580e-02,nan
nan,-5.799999999999982947e-02,nan
nan,9.299999999999997158e-02,nan
nan,-1.999999999999957367e-02,nan
nan,3.580000000000005400e-01,nan
nan,2.750000000000003553e-01,nan
nan,-2.110000000000002984e-01,nan
nan,-3.740000000000005542e-01,nan
nan,-1.930000000000013927e-01,nan
nan,-2.089999999999996305e-01,nan
nan,1.859999999999999432e-01,nan
nan,6.699999999999999289e-01,nan
nan,6.780000000000008242e-01,nan
