Time,Speed,Reduced
3864,18.995,
3865,18.822,
3866,18.681,
3867,18.67,
3868,18.831,
3869,19.107,
3870,19.267,
3871,19.253,
3872,18.885,
3873,18.822,
3874,18.652,
3875,18.587,
3876,18.609,
3877,18.488,
3878,18.257,
3879,18.071,
3880,18.008,
3881,18.001,
3882,17.991,
3883,17.925,
3884,17.845,
3885,17.756,
3886,17.7,
3887,17.713,
3888,17.752,
3889,17.668,
3890,17.113,
3891,17.212,
3892,16.365,
3893,16.176,
3894,15.814,
3895,15.933,
3896,15.816,
3897,15.604,
3898,15.456,
3899,15.418,
3900,15.401,
3901,15.441,
3902,15.821,
3903,16.199,
3904,16.308,
3905,16.407,
3906,16.559,
3907,16.769,
3908,16.936,
3909,17.083,
3910,16.907,
3911,16.477,
3912,16.349,
3913,15.771,
3914,14.804,
3915,14.218,
3916,13.704,
3917,13.48,
3918,13.47,
3919,13.28,
3920,12.735,
3921,12.157,
3922,11.895,
3923,12.136,
3924,12.606,
3925,13.271,
3926,13.684,
3927,14.086,
3928,14.482,
3929,14.536,
3930,14.445,
3931,14.283,
3932,14.203,
3933,14.33,
3934,14.504,
3935,14.474,
3936,14.43,
3937,14.342,
3938,14.238,
3939,14.04,
3940,13.91,
3941,13.552,
3942,13.571,
3943,13.628,
3944,13.673,
3945,13.604,
3946,13.57,
3947,13.448,
3948,13.174,
3949,12.909,
3950,12.718,
3951,12.644,
3952,12.519,
3953,12.358,
3954,12.074,
3955,11.755,
3956,11.492,
3957,11.291,
3958,11.077,
3959,10.894,
3960,10.706,
3961,10.241,
3962,9.746,
3963,9.415,
3964,8.848,
3965,8.296,
3966,7.851,
3967,8.195,
3968,8.336,
3969,8.31,
3970,8.284,
3971,8.241,
3972,8.177,
3973,7.943,
3974,7.734,
3975,7.761,
3976,7.869,
3977,7.885,
3978,7.69,
3979,7.535,
3980,7.477,
3981,7.448,
3982,7.467,
3983,7.54,
3984,7.687,
3985,7.82,
3986,7.893,
3987,8.014,
3988,8.239,
3989,8.511,
3990,8.683,
3991,8.788,
3992,8.876,
3993,9.089,
3994,9.25,
3995,9.319,
3996,9.262,
3997,9.09,
3998,8.83,
3999,8.562,
4000,8.351,
4001,8.293,
4002,8.255,
4003,8.248,
4004,8.126,
4005,7.832,
4006,7.462,
4007,7.214,
4008,7.089,
4009,6.905,
4010,6.69,
4011,6.496,
4012,6.38,
4013,6.328,
4014,6.223,
4015,6.055,
4016,5.845,
4017,5.593,
4018,5.309,
4019,4.932,
4020,4.582,
4021,4.289,
4022,4.185,
4023,4.115,
4024,3.957,
4025,3.796,
4026,3.737,
4027,3.774,
4028,3.837,
4029,3.928,
4030,4.007,
4031,4.004,
4032,4.067,
4033,4.432,
4034,4.923,
4035,4.674,
4036,5.094,
4037,5.654,
4038,5.834,
4039,5.949,
4040,5.736,
4041,5.439,
4042,5.217,
4043,5.078,
4044,4.816,
4045,4.625,
4046,4.573,
4047,4.576,
4048,4.676,
4049,4.97,
4050,5.272,
4051,5.519,
4052,5.67,
4053,5.785,
4054,5.912,
4055,6.079,
4056,6.37,
4057,6.545,
4058,6.676,
4059,6.858,
4060,6.796,
4061,7.004,
4062,7.307,
4063,7.33,
4064,7.262,
4065,7.217,
4066,7.153,
4067,7.208,
4068,7.341,
4069,7.566,
4070,7.6,
4071,7.529,
4072,7.284,
4073,7.089,
4074,6.987,
4075,7.038,
4076,7.206,
4077,7.376,
4078,7.43,
4079,7.442,
4080,7.522,
4081,7.691,
4082,7.937,
4083,8.099,
4084,8.214,
4085,8.124,
4086,8.191,
4087,8.229,
4088,7.96,
4089,7.704,
4090,7.374,
4091,6.976,
4092,6.627,
4093,6.318,
4094,6.047,
4095,5.778,
4096,5.521,
4097,5.35,
4098,5.268,
4099,5.264,
4100,5.36,
4101,5.64,
4102,6.14,
4103,6.601,
4104,6.851,
4105,6.694,
4106,6.816,
4107,6.563,
4108,6.215,
4109,6.438,
4110,6.131,
4111,6.057,
4112,5.963,
4113,5.694,
4114,5.379,
4115,5.149,
4116,5.126,
4117,5.161,
4118,5.251,
4119,5.491,
4120,5.672,
4121,5.881,
4122,6.041,
4123,6.178,
4124,6.414,
4125,6.85,
4126,7.366,
4127,7.825,
4128,8.264,
4129,8.63,
4130,8.601,
4131,8.653,
4132,8.518,
4133,8.477,
4134,8.636,
4135,8.849,
4136,9.11,
4137,9.205,
4138,9.169,
4139,8.91,
4140,8.634,
4141,8.525,
4142,8.563,
4143,8.594,
4144,8.539,
4145,8.444,
4146,8.407,
4147,8.36,
4148,8.288,
4149,8.097,
4150,7.858,
4151,7.774,
4152,7.806,
4153,7.921,
4154,8.117,
4155,8.401,
4156,8.805,
4157,9.012,
4158,9.007,
4159,8.939,
4160,8.836,
4161,8.755,
4162,8.705,
4163,8.656,
4164,8.634,
4165,8.677,
4166,8.78,
4167,8.906,
4168,9.014,
4169,9.065,
4170,9.106,
4171,9.17,
4172,9.276,
4173,9.427,
4174,9.517,
4175,9.46,
4176,9.309,
