Year,Tmax31,Tmax32,Tmax33,Tmax34,Tmax35,Tmax36,Tmax37,Tmax38,Tmax39,Tmin31,Tmin32,Tmin33,Tmin34,Tmin35,Tmin36,Tmin37,Tmin38,Tmin39,Rain28,Rain29,Rain30,Rain31,Rain32,Rain33,Rain34,Rain35,Rain36,RHI28,RHI29,RHI30,RHI31,RHI32,RHI33,RHI34,RHI35,RHI36,RHII28,RHII29,RHII30,RHII31,RHII32,RHII33,RHII34,RHII35,RHII36,Yield,District_Belagavi,District_ChickkaManglur,District_Dakshinakannada,District_Davanagere,District_Hassan,District_Kodagu,District_Mysuru,District_Shivamogga,District_Udupi,District_Uttarkannada
2010,-0.032521522,-0.50366368,-0.555175576,-0.612086515,-0.222041152,-0.098895793,-0.337782585,-0.469626385,-0.671469531,-0.059392007,-0.568460128,-0.583501955,-0.66938291,-0.506203087,-0.506672792,-0.550445843,-0.416714339,-0.63331883,-0.247420025,0.111862962,0.748103249,0.124584207,-0.481454759,0.082558674,0.411157938,0.410500908,-0.367242028,0.195877105,-0.388647245,0.471833737,0.060263531,0.17056094,0.04067943,0.333761706,-0.389565455,0.290651683,0.200249415,-0.605346143,0.387622332,0.602307394,0.303760688,0.454195101,0.674315087,0.152945156,-0.127683471,2784,0,1,0,0,0,0,0,0,0,0
2011,-0.032521522,-0.231900208,-0.689819106,-0.44257499,-0.150579632,0.19741364,-0.184588478,-0.35713033,-0.509788907,-0.059392007,-0.788190969,-0.716211786,-0.624767499,-0.593617893,-0.865077125,-0.636778773,-0.502628796,-0.946553666,-0.247420025,0.184901679,0.28584765,0.075480745,-0.56737372,-0.683287965,-0.454424759,0.685146834,-0.597955842,0.195877105,-0.766434253,-0.541947886,0.395398677,-0.550257216,-0.237748667,0.220242569,-0.204643037,-0.156675568,0.200249415,-0.750584757,-0.91429926,0.21885813,-0.292631111,0.115643134,0.029629645,0.445136482,0.584722559,2926,0,1,0,0,0,0,0,0,0,0
2012,-0.032521522,-0.67351585,-0.487853811,-0.44257499,-0.150579632,-0.284089188,-0.682469327,-0.807114547,-0.792729999,-0.059392007,-0.568460128,-0.273845683,-0.357075037,-0.200251265,-0.372271167,-0.464112913,-0.459671568,-0.63331883,-0.247420025,0.592295408,0.374711601,0.053783867,-0.281819524,-0.113143193,0.603692492,0.127325605,0.267630028,0.195877105,-0.754247575,0.246548932,-1.280277053,-0.958720838,-0.022599683,0.140779174,-0.62887682,-1.619556576,0.200249415,-0.178707716,-0.494600852,-0.390149524,-0.486055478,0.15796213,-0.127610707,-0.620967004,-1.52011344,2392,0,1,0,0,0,0,0,0,0,0
2013,-0.032521522,-0.299841076,-0.319549398,-0.340868074,-0.364964192,-0.284089188,-0.376081112,-0.057140853,-0.348108283,-0.059392007,-0.480567792,-0.450792124,-0.357075037,-0.506203087,-0.596273875,-0.723111704,-0.330799882,-0.27533616,-0.247420025,-0.468389063,-0.284838274,-0.401850585,-0.425860136,-0.574999598,-0.428095247,0.224560499,0.784690775,0.195877105,-1.083287872,-0.215284918,-1.503700484,-0.874625386,-0.680702458,-0.483576076,-0.31342093,-0.035776311,0.200249415,-0.632578383,-0.186251001,-0.833747692,-0.582767661,-0.612243596,-0.308437112,-0.24980505,-0.062919286,2897,0,1,0,0,0,0,0,0,0,0
2014,-0.032521522,-0.265870642,-0.386871163,-0.205258854,-0.114848872,-0.061857114,-0.376081112,0.092853886,0.015673122,-0.059392007,-0.436621624,-0.406555514,-0.312459626,-0.287666071,-0.282670084,-0.464112913,-0.330799882,-0.096344826,-0.247420025,-0.112122435,-0.132383606,-0.535457679,-0.533258838,-0.487586098,-0.442905597,-0.744376682,0.954862666,0.195877105,-0.157100369,-0.508155165,-0.375412159,0.014383673,-0.060567151,-1.448488736,-1.466466598,-0.857891258,0.200249415,-0.296714089,-0.357556474,-0.630745141,0.134514366,-0.138270842,-1.173259046,-1.639688113,-0.896758163,2703,0,1,0,0,0,0,0,0,0,0
2015,-0.032521522,-0.877338455,-0.588836458,-0.171356549,0.313920249,-0.061857114,-0.261185532,-0.244634276,-0.388528439,-0.059392007,-0.568460128,-0.495028735,-0.446305858,-0.593617893,-0.506672792,-0.420946448,-0.158970968,-0.006849158,-0.247420025,1.047570074,-0.357396913,-0.735297351,-0.760691384,-0.451055083,-0.51366616,0.55208856,0.10400321,0.195877105,-0.608007443,-0.767232691,-1.347304082,-2.7847935,-1.440051813,-1.550655958,-1.977722696,-1.933894644,0.200249415,-0.269481849,-0.100598265,-0.390149524,-0.880963561,-0.299083026,-0.402781323,-0.976334833,-0.815802932,4240,0,1,0,0,0,0,0,0,0,0
2016,-0.032521522,0.073833698,-0.521514693,-0.5103796,0.028074169,0.123336282,0.389889424,0.355344679,-0.146007503,-0.059392007,-0.260836951,-0.229609073,-0.044767164,-0.025421653,-0.193069001,0.140217599,0.18468686,-0.051596992,-0.247420025,-0.56090477,-0.108740903,0.099461506,-0.683617022,-0.618054009,-0.373790629,0.845499114,-0.152890896,0.195877105,-1.656061723,-1.702164632,-2.430907721,-2.388343514,-2.882815588,-1.789046145,-1.716655752,-1.172229326,0.200249415,-1.149990944,-0.897168712,-0.65330098,-0.53441157,-0.5783884,-0.497125534,-0.407746307,-0.321976025,2744,0,1,0,0,0,0,0,0,0,0
2017,-0.032521522,0.00589283,-0.319549398,-0.205258854,-0.507887232,-0.061857114,-0.222887005,-0.732117177,-0.954410624,-0.059392007,-0.172944614,-0.229609073,-0.044767164,-0.287666071,-0.103467917,-0.118781192,-0.073056511,-0.27533616,-0.247420025,-0.566585559,0.028223719,-0.339043831,-0.050596435,-0.316673134,0.286092757,0.144384359,0.220178251,0.195877105,-1.09547455,-0.857346613,0.138461731,0.579024562,-0.225092845,0.413225101,-0.128498511,-0.688632298,0.200249415,-1.776332466,-0.580253588,0.301562873,0.618075284,-0.349865822,-1.857254577,0.216121659,-0.338167071,2773,0,1,0,0,0,0,0,0,0,0
2018,-0.032521522,-0.197929774,-0.790801753,-0.612086515,-0.436425712,-0.061857114,-0.146289951,-0.35713033,-0.752309843,-0.059392007,-0.392675455,-0.495028735,-0.446305858,-0.331373474,-0.641074417,-0.464112913,-0.073056511,-0.141092659,-0.247420025,-0.480562182,-0.073684482,-0.086674874,-0.468819617,-0.555429412,-0.632148963,0.516265178,0.084367991,0.195877105,0.013513119,-0.102642516,-0.084961699,0.050424581,-0.047911328,0.038611951,-0.367809876,0.484090494,0.200249415,-1.649248679,-0.246207917,-0.457817041,2.366953936,-0.417576215,0.249766137,0.050283339,-0.556746194,2532,0,1,0,0,0,0,0,0,0,0
2019,-0.032521522,-0.67351585,-1.093749696,-0.815500345,-0.436425712,-0.580398621,-0.069692897,0.055355201,-0.186427659,-0.059392007,-0.656352465,-0.539265345,-0.446305858,-0.331373474,-0.327470625,-0.377779982,-0.502628796,-0.454327495,-0.247420025,-0.293096143,0.691849922,0.381520928,-0.065758605,0.069511883,-0.633794557,-0.669318168,-0.669951643,0.195877105,-1.205154649,-0.710911489,-0.933970735,-0.189848138,-0.389618538,0.106723433,0.056423907,0.1576625,0.200249415,0.093614685,0.284839049,0.211339517,0.384354174,0.352629511,1.083140001,0.484621796,0.147564313,2649,0,1,0,0,0,0,0,0,0,0
2021,-0.032521522,-1.149101927,-1.194732343,-1.222328006,-1.508348514,-1.765636353,-1.946320711,-1.294597448,-1.560712965,-0.059392007,-1.183706483,-0.893158227,-1.026306193,-0.812154908,-0.7306755,-0.636778773,-0.97515831,-0.812310165,-0.247420025,-0.828713397,-0.689210014,-0.64051625,-0.602752116,-0.535859225,-0.584426723,-0.783611815,-0.776309075,0.195877105,-0.632380798,-1.116424139,-0.107304042,-0.309984497,-0.187125377,-0.12031484,-1.063988393,-0.857891258,0.200249415,-0.59626873,-0.417513389,-0.450298428,-0.203978276,0.090251736,0.029629645,-0.881570078,-0.661987994,2715,0,1,0,0,0,0,0,0,0,0
1990,-0.032521522,-0.265870642,-0.285888516,-0.001845023,0.278189489,0.049258924,0.160098263,0.317845994,0.460294838,-0.059392007,0.442301741,0.743596354,0.669079404,0.936141215,0.971745081,1.133046298,1.000874202,1.156594518,-0.247420025,1.631068264,0.838597731,0.788051917,0.167991511,1.395065861,-0.71936547,-0.768258937,-0.746856247,0.195877105,0.744713779,0.697118542,0.551795078,0.651106378,0.913931188,0.424577015,0.350124219,0.109302798,0.200249415,0.94689154,0.850147108,0.797791332,0.223167201,0.623471085,0.383420436,0.010798025,-0.127683471,2173,0,0,1,0,0,0,0,0,0,0
1991,-0.032521522,0.311626737,0.286346487,0.133764197,0.421112529,0.530761752,0.351590898,0.355344679,0.096513434,-0.059392007,1.013601927,0.787832965,0.847541045,1.067263424,0.971745081,1.435211554,0.957916973,1.380333687,-0.247420025,-0.104007022,1.278841158,1.7461404,-0.554738579,-0.612835293,-0.758859738,-0.196790705,-0.126710605,0.195877105,0.452233515,0.302870133,0.842245538,0.254656392,-0.187125377,0.220242569,0.480657691,0.846788265,0.200249415,0.483943459,0.781624919,0.639900459,0.17481111,0.064860339,0.422730524,0.413548231,0.738537498,1377,0,0,1,0,0,0,0,0,0,0
1993,-0.032521522,0.753242379,0.387329134,0.438884943,-0.043387351,-0.247050509,0.351590898,0.430342048,0.177353746,-0.059392007,0.881763423,0.389703472,0.758310225,0.542774587,0.344537498,0.701381646,1.000874202,0.753864015,-0.247420025,-0.367757942,1.343247141,0.030945047,0.252646959,-0.291884231,-0.459361542,-0.706847425,-0.280519814,0.195877105,-0.04742027,0.460569497,0.339542819,0.651106378,0.77471714,0.606207633,0.230468536,0.484090494,0.200249415,-0.024391689,0.61888472,0.59478878,0.481066357,0.631934884,-0.017542461,0.129253968,0.155659836,2132,0,0,1,0,0,0,0,0,0,0
1994,-0.032521522,0.821183247,0.723937959,-0.340868074,0.313920249,0.271490998,0.466486478,0.355344679,0.460294838,-0.059392007,1.584902114,1.45138212,1.29369515,1.15467823,1.598952663,1.478378019,1.172703116,1.604072855,-0.247420025,-0.323934712,0.876099949,1.422971102,1.916695087,0.643570692,-0.352397901,-0.75972956,-0.795944293,0.195877105,0.330366738,0.494362218,0.93161491,0.446874567,0.622847269,0.333761706,-0.204643037,0.193932277,0.200249415,-0.396565636,0.21631686,0.745161041,0.384354174,0.327238114,-0.245540971,-0.52620225,-0.04672824,2108,0,0,1,0,0,0,0,0,0,0
1995,-0.032521522,0.855153681,0.589294429,0.642298773,-0.507887232,0.456684394,0.389889424,0.392843364,0.419874682,-0.059392007,0.2225709,1.584091951,1.739849255,1.198385633,1.822955371,1.564710949,1.774104315,1.693568523,-0.247420025,-0.299588474,-0.048411248,0.032086988,3.43291206,0.346103855,0.238370518,-0.404907494,-0.694495665,0.195877105,0.415673482,0.235284692,0.183146418,0.771242737,0.458321575,0.413225101,0.698213477,0.750068859,0.200249415,0.057305031,0.361926511,0.451935133,1.029102064,0.327238114,0.241904119,0.413548231,0.341856867,2125,0,0,1,0,0,0,0,0,0,0
1996,-0.032521522,0.515449341,0.151702957,0.065959587,0.421112529,0.382607036,0.236695317,0.317845994,0.177353746,-0.059392007,0.837817255,1.097489237,0.981387277,1.373215246,1.419750497,1.305712159,1.516360944,1.290838019,-0.247420025,0.406452452,0.328241462,0.821168205,-0.357630372,-0.633710158,1.655227365,-0.415142746,1.542282945,0.195877105,0.257246672,0.640797341,0.898101396,0.518956382,0.584879801,0.594855719,0.752602424,0.774248711,0.200249415,0.338704845,0.790190193,0.790272719,0.513303752,0.462658901,0.462040612,0.247709911,0.398525529,2289,0,0,1,0,0,0,0,0,0,0
1997,-0.032521522,0.413538039,0.387329134,0.404982638,0.349651009,0.641877789,0.734576166,0.692832841,0.621975463,-0.059392007,0.925709591,1.318672289,1.382925971,1.504337455,1.598952663,1.82370974,1.731147086,1.514577188,-0.247420025,1.265874682,0.454607631,1.925425134,1.949546455,-0.231868992,-0.765442116,0.226266374,0.436165651,0.195877105,0.781273812,0.685854302,0.853416709,0.903392732,0.572223979,0.674319115,0.915769264,0.870968116,0.200249415,0.710878792,0.627449994,0.84290301,0.481066357,0.538833093,0.092525785,0.145048093,0.147564313,2217,0,0,1,0,0,0,0,0,0,0
1998,-0.032521522,0.413538039,0.824920607,0.438884943,0.385381769,0.382607036,-0.261185532,0.317845994,0.096513434,-0.059392007,1.540955946,1.805275002,1.382925971,1.416922649,1.419750497,1.219379228,1.430446487,1.469829354,-0.247420025,0.262809643,-0.725081701,0.426056626,0.745417475,0.762296492,5.397309214,0.454853666,1.416290295,0.195877105,0.440046837,0.212756211,0.216659932,-0.021657235,0.281140059,0.708374856,0.535046637,0.762158785,0.200249415,0.375014498,0.019315566,0.436897907,0.376294825,0.149498331,0.98879579,0.073974528,0.762824067,2220,0,0,1,0,0,0,0,0,0,0
1999,-0.032521522,0.753242379,0.521972664,0.404982638,0.206727969,0.456684394,0.19839679,0.467840733,0.541135151,-0.059392007,1.321225105,1.45138212,1.382925971,1.373215246,1.419750497,1.176212763,1.473403715,1.78306419,-0.247420025,0.443783351,0.0428985,-0.36188265,0.256437502,0.012106002,1.115472376,-0.780200064,-0.795944293,0.195877105,0.647220358,0.460569497,0.585308593,0.723188193,0.648158914,0.799190165,0.208712958,0.472000568,0.200249415,0.729033619,0.790190193,0.399304842,0.489125706,0.538833093,0.658591052,0.097665716,0.738537498,2276,0,0,1,0,0,0,0,0,0,0
2000,-0.032521522,0.277656303,0.723937959,-0.340868074,0.170997209,0.456684394,0.236695317,-0.019642168,0.460294838,-0.059392007,1.1893866,1.49561873,1.070618098,1.416922649,1.778154829,1.521544484,1.473403715,1.648820689,-0.247420025,0.081835934,-0.487024144,2.535221617,0.018896842,-0.284056156,-0.276700555,-0.553318647,0.097458137,0.195877105,0.574100292,0.100113809,0.596479764,0.579024562,0.319107527,0.265650224,0.306613062,0.810518488,0.200249415,0.365937085,0.284839049,0.963200818,0.327938733,0.25952772,0.399144471,0.737327808,0.528053898,2355,0,0,1,0,0,0,0,0,0,0
2001,-0.032521522,0.685301511,0.555633547,0.642298773,0.528304809,0.678916468,0.581382058,0.730331526,0.258194058,-0.059392007,1.365171273,1.185962458,1.472156792,1.548044858,1.50935158,1.478378019,1.774104315,1.156594518,-0.247420025,-0.147830252,0.859794637,0.113164798,-0.471346645,-0.668936494,-0.745694982,0.427559661,0.884503134,0.195877105,0.525353581,0.730911263,0.596479764,0.458888203,0.205205123,0.186186828,0.556802216,0.689619231,0.200249415,0.483943459,0.704537457,0.346674551,0.198989155,0.208744925,0.281214207,0.255606973,0.309474775,2410,0,0,1,0,0,0,0,0,0,0
2002,-0.032521522,0.141774567,0.521972664,0.608396468,0.77842013,0.308529677,0.274993844,0.505339418,0.904916555,-0.059392007,0.969655759,1.274435678,1.204464329,1.591752261,1.419750497,1.348878624,1.258617573,1.604072855,-0.247420025,0.824396218,0.225517995,0.290165649,-0.809968436,1.590767728,-0.701263931,-0.520907016,-0.809034438,0.195877105,0.817833845,0.58447614,0.808732023,0.122506396,0.736749672,0.231594483,-0.084987354,0.206022203,0.200249415,0.701801379,0.704537457,0.489528198,0.279582642,0.911240258,0.296938242,0.208224596,0.13946879,2503,0,0,1,0,0,0,0,0,0,0
2003,-0.032521522,1.058976286,0.723937959,0.404982638,0.385381769,0.419645715,0.466486478,0.542838102,0.541135151,-0.059392007,1.760686787,1.407145509,1.561387613,1.28580044,1.464551038,1.089879833,1.430446487,1.514577188,-0.247420025,0.198697881,-0.277500883,0.31414641,0.912201342,0.32392431,0.513184796,-0.299143224,-0.45560051,0.195877105,0.830020523,0.663325821,0.808732023,0.93943364,1.154391818,0.538096151,0.480657691,0.290651683,0.200249415,0.129924338,0.182055765,1.098535852,0.811499651,0.640398684,0.713625175,0.460930608,0.625200175,2670,0,0,1,0,0,0,0,0,0,0
2004,-0.032521522,0.617360643,0.488311782,0.642298773,0.599766329,0.567800431,0.389889424,0.542838102,0.743235931,-0.059392007,1.540955946,0.920542796,1.33831056,1.504337455,1.50935158,1.348878624,1.688189858,1.559325022,-0.247420025,-0.346657869,0.39346271,0.381520928,-0.583799404,-0.691116039,-0.311258039,-0.636906537,-0.64540762,0.195877105,0.415673482,0.381719815,0.618822107,-0.021657235,0.268484236,0.401873188,0.317490851,0.351101311,0.200249415,0.302395192,0.627449994,0.21885813,0.158692412,0.284919118,0.579970876,0.287195225,0.681868836,2456,0,0,1,0,0,0,0,0,0,0
2005,-0.032521522,0.855153681,0.824920607,0.608396468,0.81415089,0.123336282,0.19839679,0.467840733,0.460294838,-0.059392007,1.365171273,1.407145509,1.516772202,1.85399668,1.419750497,1.564710949,1.645232629,1.559325022,-0.247420025,-0.05287992,0.126870857,-0.312779188,-0.736684616,2.012179081,1.413324977,0.01985546,-0.588138233,0.195877105,0.330366738,0.460569497,0.361885162,0.218615484,0.951898656,0.821893992,0.241346326,-0.168765493,0.200249415,0.311472605,0.481840342,0.143672,0.513303752,1.105907639,0.737211227,0.405651168,0.155659836,2614,0,0,1,0,0,0,0,0,0,0
2006,-0.032521522,0.617360643,0.925903254,0.777907994,0.74268937,1.086341939,-0.146289951,0.242848625,0.500714994,-0.059392007,1.277278937,1.53985534,1.606003023,1.329507843,1.778154829,1.435211554,1.559318172,1.559325022,-0.247420025,0.772457575,0.039637437,-0.574283673,0.233694247,-0.688506681,3.792854596,0.245031002,1.229755722,0.195877105,0.525353581,0.314134374,0.071434702,0.218615484,0.028023607,0.424577015,0.719969056,0.290651683,0.200249415,0.420401565,0.447579248,0.045930031,0.134514366,0.352629511,0.894451579,0.776813122,0.13946879,2760,0,0,1,0,0,0,0,0,0,0
2007,-0.032521522,0.617360643,0.925903254,0.777907994,0.74268937,1.086341939,-0.146289951,0.242848625,0.500714994,-0.059392007,1.277278937,1.53985534,1.606003023,1.329507843,1.778154829,1.435211554,1.559318172,1.559325022,-0.247420025,0.772457575,0.039637437,-0.574283673,0.233694247,-0.688506681,3.792854596,0.245031002,1.229755722,0.195877105,0.525353581,0.314134374,0.071434702,0.218615484,0.028023607,0.424577015,0.719969056,0.290651683,0.200249415,0.420401565,0.447579248,0.045930031,0.134514366,0.352629511,0.894451579,0.776813122,0.13946879,2471,0,0,1,0,0,0,0,0,0,0
2008,-0.032521522,0.685301511,-0.050262338,0.811810299,0.95707393,0.790032506,0.504785005,0.580336787,0.904916555,-0.059392007,1.321225105,1.053252627,1.516772202,1.72287447,1.598952663,1.435211554,1.645232629,1.201342352,-0.247420025,0.804919227,1.426404233,-0.673632538,-0.698779191,0.425689281,0.075456664,-0.135379194,-0.809034438,0.195877105,0.013513119,-0.879875093,-1.928205002,-0.790529935,-0.427586006,-0.733318176,-1.466466598,-1.60746665,0.200249415,-0.033469102,-1.2911713,-1.382606442,-0.477996129,-0.773055781,-1.904426682,-1.592305736,-1.609164193,2673,0,0,1,0,0,0,0,0,0,0
2009,-0.032521522,1.296769324,0.892242372,0.269373417,0.74268937,0.234452319,0.657979112,0.655334156,0.258194058,-0.059392007,1.628848282,1.53985534,1.382925971,1.504337455,1.464551038,1.780543275,1.817061543,1.604072855,-0.247420025,-0.417261961,0.181493653,1.444667981,1.896478861,1.901281357,-0.283282933,-0.560142148,0.24799481,0.195877105,0.013513119,-0.879875093,-1.928205002,-0.790529935,-0.427586006,-0.733318176,-1.466466598,-1.60746665,0.200249415,-0.033469102,-1.2911713,-1.382606442,-0.477996129,-0.773055781,-1.904426682,-1.592305736,-1.609164193,2401,0,0,1,0,0,0,0,0,0,0
2010,-0.032521522,1.806325834,2.205016789,2.337414027,1.814612171,2.123424954,2.61120398,2.230278914,1.713319676,-0.059392007,0.969655759,0.699359744,0.401386941,1.766581873,1.150947247,0.874047507,-0.158970968,-0.812310165,-0.247420025,-0.926098352,-0.795194543,-0.846065626,-0.769535983,-0.744607883,-0.765442116,-0.783611815,-0.809034438,0.195877105,0.013513119,-0.879875093,-1.928205002,-0.790529935,-0.427586006,-0.733318176,-1.466466598,-1.60746665,0.200249415,-0.033469102,-1.2911713,-1.382606442,-0.477996129,-0.773055781,-1.904426682,-1.592305736,-1.609164193,2601,0,0,1,0,0,0,0,0,0,0
2011,-0.032521522,1.806325834,2.205016789,2.337414027,1.814612171,2.123424954,2.61120398,2.230278914,1.713319676,-0.059392007,0.969655759,0.699359744,0.401386941,1.766581873,1.150947247,0.874047507,-0.158970968,-0.812310165,-0.247420025,0.489229664,-0.795194543,-0.846065626,-0.769535983,-0.744607883,-0.765442116,-0.783611815,-0.809034438,0.195877105,0.013513119,-0.879875093,-1.928205002,-0.790529935,-0.427586006,-0.733318176,-1.466466598,-1.60746665,0.200249415,-0.033469102,-1.2911713,-1.382606442,-0.477996129,-0.773055781,-1.904426682,-1.592305736,-1.609164193,2837,0,0,1,0,0,0,0,0,0,0
2012,-0.032521522,1.738384966,2.036712377,1.964488672,2.422035092,2.567889103,1.921830497,2.192780229,2.077101081,-0.059392007,1.540955946,0.433940082,0.446002351,1.198385633,1.150947247,0.874047507,0.270601317,0.261637844,-0.247420025,-0.903375196,-0.263641368,-0.846065626,-0.797333295,-0.744607883,-0.765442116,-0.783611815,-0.809034438,0.195877105,0.257246672,-0.665854528,-0.364240987,-0.682407211,-0.807260684,-0.949004535,-1.183644075,-1.099689771,0.200249415,-0.750584757,-1.10273528,-1.209678343,-0.711717239,-1.424768319,-0.693675974,-1.647585176,-1.261056701,2747,0,0,1,0,0,0,0,0,0,0
2013,-0.032521522,2.621616251,2.238677672,2.100097892,1.921804451,2.345657028,2.419711346,1.967788121,2.077101081,-0.059392007,1.057548096,1.053252627,1.204464329,1.635459664,0.702941831,0.39921639,-0.030099283,0.306385678,-0.247420025,-0.776774754,-0.793564012,-0.846065626,-0.813758978,-0.601093181,-0.765442116,-0.783611815,-0.809034438,0.195877105,-1.046727839,-0.181492198,-0.610006761,0.206601848,-1.27552612,-0.483576076,-1.042232814,-0.918340886,0.200249415,-1.031984571,-1.068474185,-0.766080175,-0.663361148,-1.153926745,-1.149672994,-1.639688113,-1.544400009,2934,0,0,1,0,0,0,0,0,0,0
2014,-0.032521522,0.209715435,0.723937959,0.913517214,0.206727969,0.641877789,0.811173219,0.392843364,0.985756867,-0.059392007,1.101494264,1.362908899,1.382925971,1.198385633,1.374949955,1.435211554,1.473403715,1.693568523,-0.247420025,1.685441531,-0.377778553,1.177453791,-0.544630466,1.13282536,0.460525772,-0.35543711,-0.363969492,0.195877105,0.817833845,0.528154938,0.730533823,0.99950182,0.901275366,0.674319115,0.567680005,0.447820717,0.200249415,0.692723966,0.267708501,0.542158489,0.618075284,0.15796213,0.296938242,0.484621796,0.382334483,2761,0,0,1,0,0,0,0,0,0,0
2015,-0.032521522,0.889124115,1.094207667,1.049126434,1.27865077,1.419690051,0.887770273,0.767830211,1.389958428,-0.059392007,1.277278937,1.628328561,1.516772202,1.416922649,1.598952663,1.176212763,1.430446487,1.514577188,-0.247420025,0.438914104,-0.082652404,-0.36188265,0.202106393,-0.158806962,1.122054754,0.081266972,-0.534141383,0.195877105,0.732527102,0.663325821,0.697020308,0.603051834,0.534256511,0.742430597,0.883135896,0.472000568,0.200249415,0.275162952,0.250577954,0.497046811,0.134514366,0.073324138,0.30480026,0.460930608,0.366143436,2867,0,0,1,0,0,0,0,0,0,0
2016,-0.032521522,1.364710192,0.892242372,0.777907994,-0.079118112,0.382607036,0.811173219,0.580336787,0.177353746,-0.059392007,1.497009778,1.53985534,1.650618434,1.28580044,1.061346164,1.478378019,1.301574801,1.648820689,-0.247420025,-0.290661519,0.138284576,0.203378135,-0.102400515,-0.122275946,-0.071001245,0.52991218,-0.111984191,0.195877105,0.561913614,0.573211899,0.741704994,0.903392732,0.660814737,0.594855719,0.926647053,1.016047224,0.200249415,0.238853298,0.353361238,0.474490972,0.892093137,0.318774314,0.658591052,0.918960254,1.038071851,3375,0,0,1,0,0,0,0,0,0,0
2017,-0.032521522,0.957064983,0.959564137,0.371080333,0.492574049,0.938187222,0.9260688,1.142817058,1.026177023,-0.059392007,1.409117441,1.362908899,0.981387277,1.15467823,1.106146705,1.089879833,1.258617573,1.022351017,-0.247420025,-0.283357648,-0.244074993,0.963910828,0.328457808,-0.635014838,-0.765442116,-0.638612412,0.041825018,0.195877105,0.708153746,0.809760945,0.775218509,0.87936546,0.711438027,0.492688497,0.556802216,0.568719974,0.200249415,0.193466231,-0.434643936,-1.931465192,0.5213631,0.115643134,-0.009680443,-0.091863792,0.123277744,2947,0,0,1,0,0,0,0,0,0,0
2018,-0.032521522,0.583390209,-0.151244986,0.506689553,0.492574049,0.938187222,0.9260688,1.142817058,1.026177023,-0.059392007,1.145440432,0.832069575,1.026002687,1.15467823,1.106146705,1.089879833,1.258617573,1.022351017,-0.247420025,0.513575903,1.580489432,-0.039855294,0.328457808,-0.635014838,-0.765442116,-0.638612412,0.041825018,0.195877105,0.537540259,0.944931828,0.898101396,0.87936546,0.711438027,0.492688497,0.556802216,0.568719974,0.200249415,0.547485352,1.132801138,0.722605202,0.5213631,0.115643134,-0.009680443,-0.091863792,0.123277744,3154,0,0,1,0,0,0,0,0,0,0
2019,-0.032521522,0.277656303,0.118042074,0.099861892,0.421112529,-0.061857114,0.581382058,0.617835472,0.864496399,-0.059392007,0.793871086,1.009016016,0.802925635,1.067263424,1.016545622,1.305712159,1.430446487,1.335585853,-0.247420025,3.178677511,1.970186392,3.657749601,3.065229444,3.654770084,0.43748745,-0.270143344,0.892684475,0.195877105,0.622847003,0.61826886,0.752876166,0.699160921,1.027833592,0.935413129,0.600313373,0.629169602,0.200249415,0.792575513,0.567493078,0.436897907,0.64225333,1.30903882,0.855141491,0.468827671,0.552340467,3022,0,0,1,0,0,0,0,0,0,0
2021,-0.032521522,0.515449341,0.555633547,0.947419519,0.528304809,0.049258924,0.619680585,0.917824949,0.621975463,-0.059392007,1.233332768,1.141725847,1.472156792,0.848726409,0.702941831,1.780543275,1.774104315,1.42508152,-0.247420025,0.177597807,0.058388546,-0.669064774,0.697403938,1.033669747,0.154445199,-0.65055354,-0.008899295,0.195877105,0.525353581,0.60700462,0.395398677,0.759229101,0.800028785,0.742430597,0.556802216,0.725889008,0.200249415,-0.051623929,0.182055765,-0.157072521,0.335998082,0.716572876,0.296938242,-0.131349107,0.179946406,2715,0,0,1,0,0,0,0,0,0,0
1998,-0.032521522,0.209715435,0.622955312,0.676201078,0.170997209,0.419645715,-0.337782585,0.317845994,-0.267267971,-0.059392007,0.398355572,0.566649913,0.624463993,0.367944975,0.523739665,0.269716995,0.227644088,0.261637844,-0.247420025,-0.715097616,-0.775628168,-0.214572264,-0.698779191,-0.726342375,-0.464298326,-0.783611815,1.596279795,0.195877105,0.013513119,-0.125170996,0.395398677,0.098479125,0.078646898,0.526744238,-0.335176508,0.762158785,0.200249415,0.093614685,-1.668043339,-0.675856819,-0.558589616,-0.629171195,0.092525785,-1.157967278,0.018035944,3443,0,0,0,1,0,0,0,0,0,0
1999,-0.032521522,0.175745001,0.555633547,0.472787248,0.313920249,0.271490998,0.006904156,0.730331526,0.824076243,-0.059392007,0.090732395,0.212757031,0.133694478,0.14940796,-0.013866834,0.053884669,0.055815174,0.351133511,-0.247420025,-0.844132682,-0.748724403,-0.846065626,-0.654556196,-0.563257486,-0.5613884,-0.783611815,0.971225348,0.195877105,-0.449580633,-0.665854528,-0.520637389,-0.562270852,-0.718669926,-0.233833976,-0.715899135,-0.217125196,0.200249415,-0.805049237,-1.085604732,-1.104417761,-0.695598542,-0.747664384,-0.748710097,-1.789732307,-0.977713394,3484,0,0,0,1,0,0,0,0,0,0
